date,open,high,low,close,volume,sma_5,sma_10,sma_20,ema_12,ema_26,macd,macd_signal,rsi,bb_middle,bb_upper,bb_lower,bb_width,volatility,volume_sma,volume_ratio,momentum_5,momentum_10,momentum_20,daily_return,close_lag_1,volume_lag_1,return_lag_1,close_lag_2,volume_lag_2,return_lag_2,close_lag_3,volume_lag_3,return_lag_3,close_lag_5,volume_lag_5,return_lag_5,close_lag_10,volume_lag_10,return_lag_10,sentiment_positive,sentiment_negative,sentiment_neutral
2021-02-02,161.2206091105853,164.45445403194435,161.20137061100093,163.3765106201172,2700600,159.6171875,161.81159210205078,160.72353439331056,160.7591909854409,159.37305908186812,1.3861319035727888,1.744327941508279,53.04310386945475,160.72353439331056,166.4955434946197,154.9515252920014,0.0718253132386241,2.88600455065458,3856930.0,0.700194195901922,-0.0050993679381805546,0.018051975304803403,0.06479691320522862,0.021236619393212086,159.97909545898438,3251300.0,0.02598641587366246,155.92710876464844,5416500.0,-0.023330431664357554,159.65185546875,3921600.0,0.0031447312712078457,164.21389770507812,3729000.0,-0.000644265038267755,160.4795379638672,3174300.0,0.005669303716674179,0.4930175265440643,0.42248539454661305,0.08449707890932262
2021-02-03,163.90590007034083,164.06951546900189,162.3467147853175,162.46221923828125,2031400,160.27935791015625,161.7066848754883,161.11765975952147,161.0211953320317,159.60188576012095,1.419309571910759,1.679324267588775,51.18964265338935,161.11765975952147,166.15271993915198,156.08259957989097,0.0625016548421279,2.5175300898152533,3801940.0,0.5343061700079433,0.020803164366666405,-0.006415901042527983,0.050993155742203644,-0.005596222972112819,163.3765106201172,2700600.0,0.021236619393212086,159.97909545898438,3251300.0,0.02598641587366246,155.92710876464844,5416500.0,-0.023330431664357554,159.1513671875,5620700.0,-0.03082887982276772,163.51129150390625,3434300.0,0.018891838663703586,0.5518357695266819,0.35895426106455597,0.08920996940876205
2021-02-04,163.2129188562809,164.1946258544922,162.71243876305246,164.1946258544922,2571200,161.1879119873047,161.69898529052733,161.5194839477539,161.50941541241025,159.94208873007437,1.5673266823358745,1.656924750538195,56.35186722753592,161.5194839477539,166.1548820417841,156.88408585372372,0.057397386132432025,2.317699047015098,3709700.0,0.6931018680755856,0.028454228561292094,-0.000468710595358135,0.05146375115057866,0.010663443010525686,162.46221923828125,2031400.0,-0.005596222972112819,163.3765106201172,2700600.0,0.021236619393212086,159.97909545898438,3251300.0,0.02598641587366246,159.65185546875,3921600.0,0.0031447312712078457,164.27162170410156,3344000.0,0.004650016480220565,0.6197909556972415,0.28629023174212215,0.09391881256063639
2021-02-05,164.77210141228318,166.3216527473973,164.44487061750894,165.763427734375,2232100,163.15517578125,161.90398712158202,161.8491241455078,162.16387884655867,160.3732990266892,1.790579819869464,1.683655764404449,61.49442813254583,161.8491241455078,166.713246507016,156.9850017839996,0.06010687283219647,2.432061180754109,3653165.0,0.6110044304048681,0.06308280226354479,0.012521993877970594,0.04141972807884198,0.009554526353822812,164.1946258544922,2571200.0,0.010663443010525686,162.46221923828125,2031400.0,-0.005596222972112819,163.3765106201172,2700600.0,0.021236619393212086,155.92710876464844,5416500.0,-0.023330431664357554,163.71340942382812,2228200.0,-0.003398105372569682,0.6716046455709078,0.23725522711828617,0.09114012731080588
2021-02-08,166.84139274150505,166.9472632600357,165.68643628994113,166.70664978027344,2360200,164.5006866455078,162.14267578125,162.06182708740235,162.86276668251477,160.8424361195473,2.020330562967473,1.750990724117054,61.54948136291239,162.06182708740235,167.38723870854494,156.73641546625976,0.06572074024897323,2.662705810571301,3539080.0,0.6668964815714818,0.0420527088366609,0.014525864390473986,0.026186463467359644,0.005690169772610387,165.763427734375,2232100.0,0.009554526353822812,164.1946258544922,2571200.0,0.010663443010525686,162.46221923828125,2031400.0,-0.005596222972112819,159.97909545898438,3251300.0,0.02598641587366246,164.31976318359375,5880300.0,0.0037037513414424073,0.610981710191523,0.3003592324344197,0.0886590573740571
2021-02-09,166.17727865479583,166.5815074934093,165.58054730513624,165.7826690673828,1807700,164.98191833496094,162.29955291748047,162.37991790771486,163.31198243403293,161.20837930086844,2.1036031331644836,1.82151320592654,54.57006000819103,162.37991790771486,167.8002757548993,156.9595600605304,0.06676143105657921,2.710178923592226,3443940.0,0.5248930004587768,0.01472768905476518,0.009553219211215325,0.03990579839497377,-0.0055425546257961145,166.70664978027344,2360200.0,0.005690169772610387,165.763427734375,2232100.0,0.009554526353822812,164.1946258544922,2571200.0,0.010663443010525686,163.3765106201172,2700600.0,0.021236619393212086,164.21389770507812,3729000.0,-0.000644265038267755,0.5508257047187102,0.3585781949207598,0.09059610036053
2021-02-10,166.32167087150947,166.32167087150947,162.89533703313856,164.1465301513672,2441600,165.31878051757812,162.7990692138672,162.49445190429688,163.4403743905459,161.4260201046091,2.014354285936804,1.860081421928593,49.75688134338627,162.49445190429688,167.96475906992737,157.0241447386664,0.06732915618377287,2.7351535828152476,3281140.0,0.7441316127931146,0.010367400623868095,0.03138623972976795,0.014152592745525938,-0.009869179481907242,165.7826690673828,1807700.0,-0.0055425546257961145,166.70664978027344,2360200.0,0.005690169772610387,165.763427734375,2232100.0,0.009554526353822812,162.46221923828125,2031400.0,-0.005596222972112819,159.1513671875,5620700.0,-0.03082887982276772,0.48066568019792943,0.43059827772990483,0.0887360420721658
2021-02-11,164.5795932718143,165.14743746667924,162.90491843932506,163.6941375732422,1955800,165.21868286132812,163.20329742431642,162.58684768676758,163.47941488019148,161.59402880598932,1.8853860742021595,1.8651423523833066,49.96238996160382,162.58684768676758,168.0734541788388,157.10024119469637,0.06749139392432854,2.7433032460356146,3237570.0,0.6040950465935871,-0.0030481404531079725,0.025319355623044437,0.011417724970334886,-0.0027560288829000523,164.1465301513672,2441600.0,-0.009869179481907242,165.7826690673828,1807700.0,-0.0055425546257961145,166.70664978027344,2360200.0,0.005690169772610387,164.1946258544922,2571200.0,0.010663443010525686,159.65185546875,3921600.0,0.0031447312712078457,0.5208057693488715,0.3843145385114702,0.09487969213965834
2021-02-12,162.98192507085287,164.00212376227896,162.51995135293686,163.92514038085938,1997200,164.851025390625,164.0031005859375,162.74228591918944,163.5479880341404,161.76670373746117,1.7812842966792175,1.8483707412424888,49.218422290105494,162.74228591918944,168.19373240625663,157.29083943212225,0.06699483734392342,2.725723243533599,3186685.0,0.6267327959933285,-0.011089824689565209,0.051293400355950425,0.01933114481829934,0.001411185586984276,163.6941375732422,1955800.0,-0.0027560288829000523,164.1465301513672,2441600.0,-0.009869179481907242,165.7826690673828,1807700.0,-0.0055425546257961145,165.763427734375,2232100.0,0.009554526353822812,155.92710876464844,5416500.0,-0.023330431664357554,0.44411798146131654,0.46323501544890283,0.09264700308978058
2021-02-16,164.2427390970097,164.45448011303858,162.76056667068727,163.21292114257812,2258100,164.15227966308595,164.32648315429688,162.92418899536133,163.49643928159236,161.873830952655,1.6226083289373605,1.8032182587814631,48.063996713516374,162.92418899536133,168.16951594561021,157.67886204511245,0.06438978745382273,2.62266347512444,3117805.0,0.724259535153738,-0.020957344186930738,0.020214051556647572,0.02279846294159693,-0.004344783458025359,163.92514038085938,1997200.0,0.001411185586984276,163.6941375732422,1955800.0,-0.0027560288829000523,164.1465301513672,2441600.0,-0.009869179481907242,166.70664978027344,2360200.0,0.005690169772610387,159.97909545898438,3251300.0,0.02598641587366246,0.43999271681434743,0.46285522534115636,0.09715205784449615
