date,ticker,sentiment_score,sentiment_std,sentiment_min,sentiment_max,sentiment_positive,sentiment_negative,sentiment_neutral,news_count
2021-01-01,XLI,0.029155813953488374,0.13332570270247002,-0.2263,0.5106,0.026093023255813957,0.0034186046511627904,0.9704883720930233,43
2021-01-02,XLI,0.049936,0.15079139531153626,0.0,0.5766,0.01968,0.0,0.98032,25
2021-01-03,XLI,-0.005665517241379311,0.12815414902113023,-0.34,0.4939,0.01596551724137931,0.010724137931034482,0.9388620689655173,29
2021-01-04,XLI,0.05056328125,0.1594266720446343,-0.4767,0.5766,0.030453125,0.0070078125,0.9625390625,128
2021-01-05,XLI,0.013644886363636364,0.10090887700998155,-0.128,0.5994,0.007926136363636364,0.00602840909090909,0.9860454545454546,176
2021-01-06,XLI,0.014481250000000001,0.1118230213664319,-0.6597,0.4588,0.008513888888888889,0.006229166666666667,0.9852569444444446,144
2021-01-07,XLI,0.04345285714285715,0.1648671640756253,-0.4767,0.7788,0.01867142857142857,0.0019857142857142855,0.9793357142857143,140
2021-01-08,XLI,0.010520610687022902,0.09035956100070196,-0.5267,0.5106,0.006312977099236641,0.0014885496183206107,0.9921984732824428,131
2021-01-09,XLI,0.010070909090909092,0.1318133285464394,-0.6597,0.4588,0.007327272727272727,0.003563636363636364,0.9891090909090909,55
2021-01-10,XLI,-0.0059720930232558134,0.09399300461706457,-0.296,0.4404,0.004232558139534884,0.0069069767441860466,0.9888604651162791,43
2021-01-11,XLI,-0.010865294117647058,0.12194180262012018,-0.6908,0.7269,0.0072352941176470585,0.011147058823529413,0.9816176470588235,170
2021-01-12,XLI,0.01862316384180791,0.16663857110777902,-0.6908,0.5803,0.015112994350282485,0.010112994350282485,0.974774011299435,177
2021-01-13,XLI,-0.02259862068965517,0.22334957216653265,-0.5574,0.7184,0.014751724137931035,0.030606896551724137,0.9546413793103449,145
2021-01-14,XLI,-0.013505847953216374,0.11091106331471302,-0.5423,0.5106,0.004467836257309942,0.013906432748538013,0.9816198830409356,171
2021-01-15,XLI,-0.0021974683544303797,0.11466333270126686,-0.5423,0.5106,0.00969620253164557,0.011620253164556962,0.9786835443037974,158
2021-01-16,XLI,-0.008024358974358973,0.17280276662189514,-0.6486,0.5766,0.01205128205128205,0.01714102564102564,0.9708076923076923,78
2021-01-17,XLI,0.0451,0.1381721115630542,0.0,0.4939,0.018766666666666668,0.0026666666666666666,0.9785666666666667,30
2021-01-18,XLI,0.025184810126582278,0.13408929203756614,-0.5106,0.7804,0.016601265822784813,0.002879746835443038,0.9805189873417721,158
2021-01-19,XLI,0.024743406593406594,0.13570749962151823,-0.5423,0.7351,0.02070879120879121,0.004708791208791209,0.9745879120879121,182
2021-01-20,XLI,0.06915027322404371,0.1719837290650245,-0.5106,0.5423,0.029043715846994538,0.002185792349726776,0.9687704918032787,183
2021-01-21,XLI,0.029683798882681564,0.17801578144623686,-0.6705,0.6249,0.021921787709497206,0.009223463687150837,0.9688603351955306,179
2021-01-22,XLI,0.025286,0.17719744117336814,-0.5267,0.5859,0.01958666666666667,0.01122,0.9691933333333332,150
2021-01-23,XLI,0.03493478260869565,0.17547712003201857,-0.3818,0.6808,0.019840579710144926,0.008260869565217393,0.9718985507246378,69
2021-01-24,XLI,0.018024561403508773,0.15158889810544196,-0.5106,0.5766,0.015298245614035087,0.007456140350877193,0.9772456140350878,57
2021-01-25,XLI,0.028391489361702126,0.15374098370281367,-0.5267,0.5994,0.01748936170212766,0.00550354609929078,0.9770070921985816,141
2021-01-26,XLI,0.00790693641618497,0.14723764471552048,-0.5267,0.836,0.016421965317919073,0.012641618497109826,0.9709248554913295,173
2021-01-27,XLI,0.024009239130434783,0.19943551561055917,-0.7096,0.765,0.026135869565217393,0.011918478260869565,0.9619402173913044,184
2021-01-28,XLI,-0.0017015000000000014,0.13230376099574073,-0.7351,0.6369,0.007625,0.007989999999999999,0.9843850000000001,200
2021-01-29,XLI,0.012052571428571432,0.16250813235783068,-0.5423,0.5994,0.015131428571428572,0.010628571428571428,0.9742342857142858,175
2021-01-30,XLI,0.03019491525423729,0.18500810739339452,-0.6249,0.5994,0.019745762711864408,0.004949152542372881,0.9753050847457627,59
2021-01-31,XLI,0.022024999999999996,0.181050937332815,-0.5994,0.5267,0.03564285714285714,0.011767857142857144,0.9525892857142857,56
2021-02-01,XLI,0.015098765432098763,0.1589093643729749,-0.7184,0.5766,0.018438271604938272,0.008882716049382717,0.9726728395061729,162
2021-02-02,XLI,0.018176551724137933,0.1771160993269799,-0.5719,0.7003,0.02366896551724138,0.0116,0.9647310344827585,145
2021-02-03,XLI,0.038160126582278485,0.1798859928904984,-0.7351,0.8481,0.02661392405063291,0.004968354430379747,0.9684177215189873,158
2021-02-04,XLI,0.03944937238493724,0.17784951595445714,-0.8689,0.7964,0.022460251046025104,0.005046025104602511,0.9724937238493724,239
2021-02-05,XLI,0.028431764705882354,0.1703363416329324,-0.7096,0.8442,0.017711764705882354,0.007888235294117647,0.9744058823529412,170
2021-02-06,XLI,0.100972,0.2609972492153111,-0.3818,0.8442,0.0546,0.00492,0.94048,50
2021-02-07,XLI,0.3237519230769231,0.24194020322801557,0.0,0.8442,0.1362403846153846,0.0,0.8637596153846154,104
2021-02-08,XLI,0.03802409638554217,0.17069304833290233,-0.3736,0.7845,0.021963855421686745,0.007144578313253012,0.9708915662650602,166
2021-02-09,XLI,0.05204673913043479,0.1621476949018586,-0.5423,0.5994,0.03141304347826087,0.009684782608695652,0.9589076086956522,184
2021-02-10,XLI,0.011213200000000001,0.15840193254723503,-0.6597,0.7184,0.025983999999999997,0.020532,0.95348,250
2021-02-11,XLI,-0.0003567741935483872,0.16031544716563098,-0.6739,0.6808,0.011638709677419356,0.014058064516129034,0.9743096774193548,155
2021-02-12,XLI,0.00682846715328467,0.19010613906482104,-0.6249,0.8172,0.019642335766423356,0.019554744525547445,0.9608029197080291,137
2021-02-13,XLI,0.014691111111111111,0.07411760256579411,0.0,0.4588,0.008155555555555555,0.0,0.9918444444444445,45
2021-02-14,XLI,-0.0047161290322580655,0.1740378828118247,-0.5994,0.6408,0.01361290322580645,0.022741935483870965,0.9636451612903226,62
2021-02-15,XLI,-0.019907079646017702,0.16550701577534313,-0.5423,0.5859,0.008929203539823008,0.016867256637168142,0.9742212389380531,113
2021-02-16,XLI,0.008257241379310346,0.10062023470071044,-0.4939,0.4588,0.009993103448275862,0.00743448275862069,0.9825724137931036,145
2021-02-17,XLI,0.027577142857142856,0.16858956006100195,-0.6705,0.5859,0.018385714285714283,0.007250000000000001,0.9743642857142857,140
2021-02-18,XLI,0.031373026315789476,0.1652067991522897,-0.5719,0.5859,0.020605263157894734,0.006914473684210526,0.9724802631578948,152
2021-02-19,XLI,-0.0033006666666666666,0.13787378942943831,-0.7579,0.7717,0.0070866666666666665,0.011526666666666668,0.9813866666666666,150
2021-02-20,XLI,0.0852925925925926,0.1792546221628233,0.0,0.4939,0.033462962962962965,0.0,0.966537037037037,54
2021-02-21,XLI,0.030530612244897958,0.11161737134081781,-0.1531,0.5106,0.018857142857142857,0.006693877551020408,0.9744489795918367,49
2021-02-22,XLI,0.002933333333333334,0.14192331863091465,-0.6705,0.6289,0.009192090395480227,0.009598870056497174,0.9812090395480226,177
2021-02-23,XLI,0.00802090395480226,0.13700457674537092,-0.4767,0.5267,0.009440677966101695,0.00963276836158192,0.9809265536723164,177
2021-02-24,XLI,0.014982,0.15305083731016397,-0.6249,0.7184,0.015279999999999998,0.01164,0.97308,150
2021-02-25,XLI,0.011100913242009134,0.114402376551495,-0.5267,0.5859,0.009383561643835617,0.005538812785388128,0.9850730593607305,219
2021-02-26,XLI,0.0119515625,0.12751535710161332,-0.6597,0.6239,0.0108984375,0.0070234375,0.982078125,128
2021-02-27,XLI,0.01804313725490196,0.21626085106176937,-0.5267,0.5994,0.020980392156862746,0.01664705882352941,0.9623725490196079,51
2021-02-28,XLI,0.03617857142857143,0.15317293341993402,-0.128,0.6841,0.020999999999999998,0.003982142857142857,0.9750178571428572,56
2021-03-01,XLI,0.031945299145299144,0.18351987137342474,-0.7568,0.7351,0.021547008547008546,0.0057008547008547015,0.9727521367521368,117
2021-03-02,XLI,0.04227891156462585,0.14799182281709014,-0.4767,0.7184,0.021863945578231292,0.001782312925170068,0.9763537414965986,147
2021-03-03,XLI,0.008998469387755103,0.15523775230669554,-0.8176,0.872,0.01386734693877551,0.011801020408163266,0.9743316326530612,196
2021-03-04,XLI,0.015484126984126984,0.11600805622201125,-0.5267,0.5859,0.013502645502645502,0.005650793650793651,0.9808465608465609,189
2021-03-05,XLI,-0.04302850241545894,0.23626037452780402,-0.7717,0.802,0.008376811594202898,0.027294685990338165,0.964328502415459,207
2021-03-06,XLI,0.016855072463768116,0.12944186468907906,-0.5719,0.7184,0.012681159420289856,0.006463768115942029,0.9808550724637681,69
2021-03-07,XLI,0.04390153846153846,0.22215019869188987,-0.5423,0.5267,0.031907692307692304,0.01996923076923077,0.948123076923077,65
2021-03-08,XLI,0.04230628571428571,0.20109916640895772,-0.6249,0.8176,0.02617714285714286,0.007274285714285715,0.9665485714285713,175
2021-03-09,XLI,0.01609236111111111,0.12132420652158603,-0.4767,0.6486,0.012222222222222223,0.0032569444444444443,0.9845208333333333,144
2021-03-10,XLI,0.01542142857142857,0.13137091472374915,-0.6597,0.4588,0.01235,0.007864285714285714,0.9797857142857141,140
2021-03-11,XLI,0.011424840764331212,0.15467315856846328,-0.7351,0.5574,0.015802547770700635,0.008834394904458599,0.9753630573248407,157
2021-03-12,XLI,0.05151382488479263,0.21227550122211183,-0.6597,0.7964,0.034225806451612904,0.010262672811059907,0.9555115207373273,217
2021-03-13,XLI,0.009553124999999999,0.08632583803531825,-0.1531,0.4588,0.00853125,0.00321875,0.98825,32
2021-03-14,XLI,0.017051612903225804,0.17700302001863286,-0.4939,0.5423,0.02779032258064516,0.010983870967741937,0.9612258064516128,62
2021-03-15,XLI,0.016509090909090914,0.21965885563298299,-0.6597,0.5622,0.027454545454545454,0.02059090909090909,0.9519545454545455,154
2021-03-16,XLI,0.026020408163265306,0.1744549005341501,-0.6369,0.7783,0.018197278911564623,0.006931972789115647,0.9748707482993199,147
2021-03-17,XLI,-0.005665909090909092,0.17709688461083076,-0.5106,0.5859,0.014196969696969696,0.01837878787878788,0.9674242424242424,132
2021-03-18,XLI,0.023924861878453038,0.14795182320459643,-0.5423,0.7184,0.015994475138121547,0.003066298342541436,0.9809392265193371,181
2021-03-19,XLI,0.021413698630136986,0.11970142662137033,-0.34,0.6369,0.011582191780821918,0.0033356164383561643,0.9850890410958905,146
2021-03-20,XLI,0.00818,0.11793970647596323,-0.4215,0.4588,0.007044444444444444,0.006022222222222222,0.9869333333333333,45
2021-03-21,XLI,0.09087543859649122,0.24307683109366127,-0.5106,0.8298,0.04342105263157895,0.00856140350877193,0.9480000000000001,57
2021-03-22,XLI,0.01591654135338346,0.157237130407726,-0.6705,0.5093,0.016796992481203008,0.008796992481203006,0.974406015037594,133
2021-03-23,XLI,0.01320377358490566,0.14560595423855635,-0.802,0.5994,0.012974842767295599,0.007477987421383648,0.9795408805031447,159
2021-03-24,XLI,0.018273410404624275,0.17448003480254373,-0.5994,0.7506,0.018040462427745665,0.010104046242774566,0.9718554913294798,173
2021-03-25,XLI,0.008224666666666667,0.16414068361726933,-0.6597,0.6249,0.019100000000000002,0.013066666666666666,0.9678333333333334,150
2021-03-26,XLI,0.003972131147540983,0.15304733534571016,-0.6597,0.6369,0.012136612021857923,0.007923497267759563,0.9799398907103826,183
2021-03-27,XLI,0.008222916666666668,0.09221197882119528,-0.3182,0.5106,0.0057708333333333335,0.0042499999999999994,0.9899791666666666,48
2021-03-28,XLI,-0.024237894736842104,0.1027700844158448,-0.6597,0.4588,0.0038842105263157895,0.02246315789473684,0.9736421052631579,95
2021-03-29,XLI,-0.019288095238095236,0.19547070221977067,-0.6597,0.6739,0.016386904761904762,0.025285714285714286,0.9583214285714285,168
2021-03-30,XLI,0.008811344537815125,0.13576436336612754,-0.5994,0.5766,0.011197478991596638,0.00800420168067227,0.9807983193277311,238
2021-03-31,XLI,0.023539102564102563,0.14754838794004338,-0.6597,0.5859,0.01830128205128205,0.006371794871794872,0.9753269230769231,156
2021-04-01,XLI,0.01766222222222222,0.2003414415485175,-0.5106,0.729,0.022099999999999998,0.015572222222222222,0.9623222222222222,180
2021-04-02,XLI,0.012448360655737706,0.13608288021109247,-0.5423,0.5267,0.013032786885245902,0.007672131147540984,0.9792950819672132,122
2021-04-03,XLI,0.014242553191489364,0.19579187346536792,-0.5106,0.6124,0.023,0.0185531914893617,0.9584468085106382,47
2021-04-04,XLI,0.02119736842105263,0.21242579942925455,-0.6597,0.5994,0.01923684210526316,0.00968421052631579,0.9710789473684212,38
2021-04-05,XLI,0.004115384615384616,0.11946547779427906,-0.296,0.6739,0.012338461538461538,0.004507692307692308,0.9831538461538462,65
2021-04-06,XLI,0.017091366906474822,0.17873651301384924,-0.6249,0.743,0.020366906474820142,0.012223021582733813,0.9674172661870504,139
2021-04-07,XLI,0.04491454545454545,0.13568720317042743,0.0,0.6124,0.021006060606060608,0.0012363636363636364,0.9777393939393939,165
2021-04-08,XLI,0.020519774011299435,0.147957239307798,-0.4939,0.765,0.017468926553672316,0.008604519774011301,0.9739209039548021,177
2021-04-09,XLI,0.021704499999999998,0.12261302171966129,-0.5904,0.4767,0.0109,0.0035499999999999998,0.98555,200
2021-04-10,XLI,0.019893243243243243,0.13332846691801098,-0.4939,0.5093,0.013013513513513514,0.006148648648648649,0.9808378378378377,74
2021-04-11,XLI,0.03263823529411764,0.13766192747973693,-0.4215,0.4588,0.013514705882352943,0.002191176470588235,0.9842941176470589,68
2021-04-12,XLI,0.021782706766917292,0.1847392447811641,-0.6249,0.5766,0.01819548872180451,0.010533834586466166,0.9712706766917293,133
2021-04-13,XLI,5.224719101123805e-05,0.2288771180446248,-0.7034,0.8256,0.021719101123595506,0.025269662921348315,0.9530112359550561,178
2021-04-14,XLI,0.013442424242424242,0.1441492748268669,-0.5106,0.6249,0.015327272727272728,0.009757575757575758,0.9749151515151514,165
2021-04-15,XLI,0.0173625,0.18447122729788346,-0.7096,0.7739,0.018570312500000002,0.014624999999999999,0.9668046875,128
2021-04-16,XLI,0.024197794117647057,0.15889414247736303,-0.5106,0.5106,0.018970588235294118,0.004808823529411765,0.976220588235294,136
2021-04-17,XLI,-0.013092307692307693,0.0817614353328775,-0.5106,0.0,0.0,0.004615384615384615,0.9953846153846154,39
2021-04-18,XLI,-0.017480392156862742,0.1404650006508494,-0.5267,0.5859,0.0025098039215686275,0.012803921568627452,0.984686274509804,51
2021-04-19,XLI,0.018112037037037038,0.14968452539750143,-0.6597,0.6505,0.016212962962962964,0.007416666666666667,0.9763703703703703,108
2021-04-20,XLI,-0.01862252252252252,0.15892461717012232,-0.5859,0.765,0.007216216216216215,0.014837837837837839,0.9779459459459459,111
2021-04-21,XLI,-0.008086013986013985,0.172712503360638,-0.6597,0.4939,0.0212027972027972,0.02504195804195804,0.9537902097902098,143
2021-04-22,XLI,0.026946268656716416,0.13308464937214756,-0.5574,0.5766,0.0236318407960199,0.008024875621890547,0.968363184079602,201
