date,ticker,sentiment_score,sentiment_std,sentiment_min,sentiment_max,sentiment_positive,sentiment_negative,sentiment_neutral,news_count,sentiment_ma_3,sentiment_ma_7,sentiment_ma_14,sentiment_change,news_count_ma_7,sentiment_volatility
2017-01-02,QQQ,-0.1589,0.2752228733226946,-0.4767,0.0,0.0,0.1023333333333333,0.8976666666666667,3,-0.1589,-0.1589,-0.1589,,3.0,
2017-01-03,QQQ,0.0713265306122449,0.2589751305430618,-0.6369,0.6486,0.0678775510204081,0.0191020408163265,0.9130408163265306,49,-0.04378673469387755,-0.04378673469387755,-0.04378673469387755,0.2302265306122449,26.0,0.16279474100497066
2017-01-04,QQQ,0.105075,0.2210865770168714,-0.2732,0.5859,0.0717857142857142,0.0137857142857142,0.9144285714285714,28,0.005833843537414965,0.005833843537414965,0.005833843537414965,0.033748469387755095,26.666666666666668,0.1436581678898252
2017-01-05,QQQ,0.0840761904761904,0.317081405801037,-0.4404,0.7351,0.0866190476190476,0.051095238095238,0.8622857142857143,21,0.08682590702947844,0.025394430272108824,0.025394430272108824,-0.0209988095238096,25.25,0.12364834146857527
2017-01-06,QQQ,0.0102214285714285,0.2253466225056973,-0.5859,0.5267,0.0496428571428571,0.0439285714285714,0.9064285714285714,14,0.06645753968253965,0.022359829931972757,0.022359829931972757,-0.0738547619047619,23.0,0.10729738234024543
2017-01-07,QQQ,0.37585,0.436833496121043,0.0,0.8126,0.18675,0.02775,0.7855,4,0.15671587301587298,0.08127485827664398,0.08127485827664398,0.3656285714285715,19.833333333333332,0.17330916304331842
2017-01-08,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.12869047619047616,0.0696641642371234,0.0696641642371234,-0.37585,17.428571428571427,0.16116362029999753
2017-01-09,QQQ,0.152804,0.2614457838635001,-0.5106,0.5849,0.10176,0.0135199999999999,0.88476,25,0.17621799999999999,0.11419330709426626,0.08005664370748297,0.152804,20.571428571428573,0.126907458554998
2017-01-10,QQQ,0.1075,0.3373073032741883,-0.6908,0.6705,0.0853,0.0573,0.85745,20,0.086768,0.11936094557823128,0.08310590551776265,-0.045304,16.428571428571427,0.12560077404400757
2017-01-11,QQQ,0.134978947368421,0.3420935570196931,-0.6808,0.6124,0.1064736842105263,0.0496842105263157,0.843842105263158,19,0.13176098245614035,0.12363293805943429,0.08829320970282847,0.027478947368421006,15.142857142857142,0.1255424303726706
2017-01-12,QQQ,0.0541647058823529,0.4599377049410828,-0.8442,0.6674,0.0877647058823529,0.0688235294117647,0.8434117647058824,17,0.09888121775025797,0.11935986883174321,0.08519061844642162,-0.08081424148606811,14.571428571428571,0.12760531343517337
2017-01-13,QQQ,0.1324722222222222,0.2751511067321876,-0.296,0.634,0.0711666666666666,0.0193333333333333,0.9095,18,0.10720529182433204,0.13682426792471375,0.089130752094405,0.07830751633986932,15.142857142857142,0.11819785257536457
2017-01-14,QQQ,-0.1051818181818181,0.2329979949191916,-0.4019,0.4404,0.0384545454545454,0.1262727272727273,0.8352727272727273,11,0.027151703307585668,0.06810543675588257,0.0741836313039263,-0.2376540404040403,16.142857142857142,0.09327566218702585
2017-01-15,QQQ,0.2904799999999999,0.3003519552125472,-0.128,0.6705,0.2704,0.102,0.6275999999999999,5,0.10592346801346801,0.10960257961302543,0.08963337192507441,0.395661818181818,16.428571428571427,0.11899586879644783
2017-01-16,QQQ,-0.0204333333333333,0.5415391983350174,-0.5719,0.5106,0.0493333333333333,0.084,0.8666666666666667,3,0.0549549494949495,0.08485438913683496,0.09952384811555061,-0.3109133333333332,13.285714285714286,0.12630371210772653
2017-01-17,QQQ,0.0993190476190476,0.2778272495977448,-0.5719,0.6674,0.0819047619047619,0.0542380952380952,0.8638095238095238,21,0.12312190476190472,0.08368568165384174,0.1015233136160365,0.1197523809523809,13.428571428571429,0.1260969254624687
2017-01-18,QQQ,0.104678947368421,0.3807602870558199,-0.7003,0.7846,0.1602631578947368,0.0571578947368421,0.782578947368421,19,0.06118822055137843,0.07935711022527032,0.10149502414235231,0.005359899749373398,13.428571428571429,0.12455331525758698
2017-01-19,QQQ,0.2299749999999999,0.2656858867059687,0.0,0.7579,0.13735,0.01335,0.8493,20,0.14465766499582283,0.10447286652779132,0.11191636767976727,0.1252960526315789,13.857142857142858,0.13584099346356956
2017-01-20,QQQ,0.0353571428571428,0.3064410670445927,-0.4404,0.7846,0.0475714285714285,0.0567142857142857,0.8957142857142857,21,0.12333703007518791,0.0905992837613514,0.11371177584303258,-0.1946178571428571,14.285714285714286,0.13745443989360662
2017-01-21,QQQ,0.0241874999999999,0.1792707325129071,-0.228,0.4215,0.051625,0.06575,0.882375,8,0.09650654761904753,0.10908061493018253,0.08859302584303255,-0.011169642857142902,13.857142857142858,0.11332233246413334
2017-01-22,QQQ,-0.1366,0.1931815726201647,-0.2732,0.0,0.0,0.104,0.896,2,-0.0256851190476191,0.04806918635875398,0.0788358829858897,-0.1607874999999999,13.428571428571429,0.1143446347270307
2017-01-23,QQQ,0.0941052631578947,0.2600161372634916,-0.3182,0.7351,0.0686842105263157,0.0186315789473684,0.912684210526316,19,-0.006102412280701801,0.064431843000358,0.07464311606859646,0.2307052631578947,15.714285714285714,0.11105609872300488
2017-01-24,QQQ,0.1575064516129032,0.2793951502030578,-0.5216,0.6674,0.1074516129032258,0.0319354838709677,0.8606129032258065,31,0.03833723825693263,0.07274432928519449,0.07821500546951812,0.06340118845500849,17.142857142857142,0.11616283549832525
2017-01-25,QQQ,0.1248142857142857,0.2037082599327654,0.0,0.6674,0.0965714285714285,0.0,0.9034285714285714,14,0.12547533349502787,0.0756208061917466,0.07748895820850844,-0.032692165898617495,16.428571428571427,0.11732885962165934
2017-01-26,QQQ,0.133575,0.2983769267130701,-0.4215,0.7846,0.09,0.03265,0.8773500000000001,20,0.1386319124423963,0.061849377620318044,0.08316112207405468,0.008760714285714302,16.428571428571427,0.1006663412137653
2017-01-27,QQQ,0.1755,0.3604995341434536,-0.5574,0.743,0.1315555555555555,0.047,0.821388888888889,18,0.1446297619047619,0.08186978578358335,0.08623453477246737,0.04192499999999999,16.0,0.10817515255637732
2017-01-28,QQQ,0.360675,0.2440909308024368,0.0,0.5106,0.14125,0.0,0.85875,4,0.22325000000000003,0.12993942864072622,0.11951002178545438,0.18517500000000003,15.428571428571429,0.14631099822736224
2017-01-29,QQQ,0.0,,0.0,0.0,0.0,0.0,1.0,1,0.17872500000000002,0.14945371435501192,0.09876145035688297,-0.360675,15.285714285714286,0.10925260170853703
2017-01-30,QQQ,-0.1079137931034482,0.3612455127987631,-0.7096,0.5859,0.0602758620689655,0.1414827586206896,0.7982413793103449,29,0.08425373563218393,0.1205938491748201,0.09251284608758904,-0.1079137931034482,16.714285714285715,0.1466066881139433
2017-01-31,QQQ,-0.1593121212121212,0.3585698508986566,-0.7579,0.6486,0.0427878787878787,0.1265757575757575,0.8306060606060606,33,-0.08907530477185648,0.07533405305695948,0.07403919117107698,-0.05139832810867301,17.0,0.17870217030277188
2017-02-01,QQQ,0.1445,0.1981420840067689,0.0,0.5106,0.1025,0.0,0.8975,12,-0.040908638105189805,0.07814629795491866,0.07688355207333263,0.3038121212121212,16.714285714285715,0.17976237452475374
2017-02-02,QQQ,0.02972,0.3626869690242537,-0.7906,0.6732,0.07848,0.05556,0.866,25,0.004969292929292927,0.06330986938349008,0.06257962350190406,-0.11478,17.428571428571427,0.1787078602088697
2017-02-03,QQQ,0.14173,0.3077783158122263,-0.2732,0.6739,0.11755,0.0628,0.8195499999999999,20,0.10531666666666666,0.05848558366920437,0.07017768472639387,0.11201,17.714285714285715,0.1756033272047101
2017-02-04,QQQ,0.2879125,0.370928650965577,-0.2732,0.8236,0.17925,0.06075,0.7601249999999999,8,0.15312083333333334,0.048090940812061514,0.08901518472639387,0.14618250000000002,18.285714285714285,0.15576750706635675
2017-02-06,QQQ,0.0922954545454545,0.2687838988184919,-0.5106,0.5319,0.0816818181818181,0.0531818181818181,0.8651363636363637,22,0.17397931818181814,0.061276005747126445,0.1053648600510692,-0.1956170454545455,21.285714285714285,0.15492227967103828
2017-02-07,QQQ,0.1898473684210526,0.2511725134652832,-0.2732,0.5106,0.1143157894736841,0.0428421052631579,0.8429473684210528,19,0.1900184409888357,0.10381331453634084,0.11220358185558048,0.0975519138755981,19.857142857142858,0.14097572203654898
2017-02-08,QQQ,0.0432545454545454,0.3007905563475668,-0.7227,0.6739,0.081590909090909,0.0435,0.874909090909091,22,0.10846578947368417,0.13275140977443606,0.10404273141569778,-0.1465928229665072,18.285714285714285,0.08927056374227232
2017-02-09,QQQ,0.0962099999999999,0.3018974763235464,-0.4215,0.7783,0.09885,0.02825,0.8728999999999999,20,0.10977063795853263,0.12585283834586464,0.10199956815039166,0.05295545454545451,19.428571428571427,0.09007359449075329
2017-02-10,QQQ,0.0581857142857142,0.178734066296905,-0.3182,0.5106,0.0637857142857142,0.0252857142857142,0.9108928571428572,28,0.06588341991341984,0.12991936895810952,0.0966146191707998,-0.038024285714285705,19.857142857142858,0.0855385633486493
2017-02-11,QQQ,0.0241733333333333,0.199279887404147,-0.3182,0.6808,0.0181333333333333,0.0243333333333333,0.9575333333333332,15,0.059523015873015804,0.1131255594343,0.08580557155175218,-0.034012380952380905,19.142857142857142,0.09395884178280768
2017-02-12,QQQ,0.2700714285714286,0.311613198876886,0.0,0.6705,0.1362857142857143,0.0284285714285714,0.8352857142857142,7,0.11747682539682536,0.11057683494450408,0.07933388787828279,0.24589809523809528,19.0,0.08851143331628318
2017-02-13,QQQ,0.0212483870967741,0.2813762983040892,-0.6597,0.6361,0.087,0.0725806451612903,0.8404516129032259,31,0.10516438300051201,0.10042725388040687,0.08085162981376666,-0.24882304147465448,20.285714285714285,0.09480674002180274
2017-02-14,QQQ,0.1195523809523809,0.2479582134534922,-0.296,0.6908,0.1043809523809523,0.0532380952380952,0.8423809523809522,21,0.13695739887352784,0.09038511281345377,0.0970992136748973,0.0983039938556068,20.571428571428573,0.0871720608356131
2017-02-15,QQQ,0.0560714285714285,0.2587085950308902,-0.4215,0.6674,0.0558571428571428,0.0317619047619047,0.9123809523809524,21,0.0656240655401945,0.09221609611586565,0.11248375294515087,-0.06348095238095239,20.428571428571427,0.08614569073153518
2017-02-16,QQQ,0.0676705882352941,0.2289812922617966,-0.4767,0.4767,0.0945294117647058,0.0281176470588235,0.8773529411764706,17,0.08109813258636783,0.08813903729233626,0.10699593781910044,0.011599159663865592,20.0,0.08659932064591663
2017-02-17,QQQ,0.0782714285714285,0.3126493007744064,-0.6486,0.7184,0.0614285714285714,0.0227142857142857,0.9157857142857144,14,0.06733781512605037,0.0910084250474383,0.11046389700277391,0.010600840336134412,18.0,0.08577022449361597
2017-02-18,QQQ,0.1431833333333333,0.2428613795288716,0.0,0.5859,0.0924999999999999,0.031,0.8765000000000001,6,0.09637511671335197,0.10800985361886685,0.11056770652658343,0.0649119047619048,16.714285714285715,0.08202757667804439
2017-02-19,QQQ,0.14006,0.3131836809286205,0.0,0.7003,0.0586,0.0,0.9414,5,0.12050492063492062,0.08943679239437706,0.10000681366944056,-0.0031233333333333113,16.428571428571427,0.04604289231836161
2017-02-20,QQQ,0.07645,0.4504587605985702,-0.5719,0.6674,0.129,0.1171666666666666,0.7538333333333332,6,0.11989777777777777,0.0973227370948379,0.09887499548762238,-0.06360999999999999,12.857142857142858,0.03606329826655455
2017-02-21,QQQ,0.129636,0.210771398439162,0.0,0.5719,0.09708,0.0064,0.89652,25,0.115382,0.09876325410164064,0.0945741834575472,0.053186,13.428571428571429,0.0372800955828343
2017-02-22,QQQ,0.1138457142857142,0.2505952188911282,-0.3818,0.7846,0.0738285714285714,0.0238571428571428,0.9023142857142856,35,0.10664390476190473,0.10701672348939573,0.09961640980263067,-0.0157902857142858,15.428571428571429,0.032318424826382953
2017-02-23,QQQ,0.0783829268292683,0.2563856059751004,-0.4101,0.7846,0.0753170731707317,0.0255609756097561,0.8991219512195121,41,0.10728821370499415,0.10854705757424919,0.09834304743329271,-0.035462787456445904,18.857142857142858,0.030337726772705555
2017-02-24,QQQ,0.0450044444444444,0.1761034935324777,-0.0186,0.886,0.0332,0.0052888888888888,0.9615111111111112,45,0.07907769518647564,0.10379463127039432,0.09740152815891631,-0.033378482384823896,23.285714285714285,0.03760588844814203
2017-02-25,QQQ,0.067640909090909,0.2596429483496627,-0.4019,0.5859,0.1059545454545454,0.0724090909090909,0.8216363636363636,22,0.0636760934548739,0.09300285637861942,0.10050635499874314,0.0226364646464646,25.571428571428573,0.03517954428326646
2017-02-26,QQQ,-0.0040833333333333,0.3435477880805456,-0.8555,0.8074,0.0715208333333333,0.0801458333333333,0.8482500000000001,48,0.03618734006734004,0.07241095161671465,0.08092387200554586,-0.0717242424242423,31.714285714285715,0.04409982934734247
2017-02-27,QQQ,0.031325,0.1918481741781346,-0.4995,0.5423,0.05284375,0.026125,0.92103125,32,0.03162752525252524,0.06596452304528609,0.081643630070062,0.0354083333333333,35.42857142857143,0.04663620930477223
2017-02-28,QQQ,-0.0011749999999999,0.2048554225952212,-0.6486,0.3818,0.0404285714285714,0.0573214285714285,0.90225,28,0.008688888888888942,0.04727723733100039,0.07302024571632051,-0.0324999999999999,35.857142857142854,0.04293167470041502
2017-03-01,QQQ,-0.0154166666666666,0.2203600485897858,-0.5719,0.4576,0.0579166666666666,0.071875,0.8701249999999999,24,0.004911111111111176,0.028811182909231698,0.06791395319931372,-0.0142416666666667,34.285714285714285,0.03690295712752994
2017-03-02,QQQ,0.1139368421052631,0.3425069394439351,-0.4215,0.7814,0.1438947368421052,0.0804210526315789,0.7757368421052632,19,0.032448391812865546,0.033890313662945246,0.07121868561859722,0.1293535087719297,31.142857142857142,0.04615085145897428
2017-03-03,QQQ,-0.1382,0.215375126233277,-0.516,0.128,0.0186923076923076,0.132,0.8493076923076923,13,-0.013226608187134484,0.007718250170881759,0.05575644072063805,-0.2521368421052631,26.571428571428573,0.07903176612801993
2017-03-04,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,-0.008087719298245618,-0.001944736842105241,0.04552905976825709,0.1382,24.0,0.07448864952846455
2017-03-05,QQQ,0.5267,,0.5267,0.5267,0.531,0.0,0.469,1,0.12949999999999998,0.07388145363408523,0.07314620262539995,0.5267,17.285714285714285,0.21311372531758419
2017-03-06,QQQ,0.0845421052631579,0.3776457912968322,-0.4019,0.8126,0.1388947368421052,0.0826315789473684,0.7784736842105263,19,0.2037473684210526,0.08148389724310778,0.07372421014419693,-0.442157894736842,15.428571428571429,0.21229020122538242
2017-03-07,QQQ,-0.0405,0.3521074438292948,-0.765,0.5756,0.05475,0.0852499999999999,0.86,16,0.1902473684210526,0.07586604010025064,0.061571638715625494,-0.1250421052631579,13.714285714285714,0.2153405956769058
2017-03-08,QQQ,0.0959214285714285,0.3527689921367619,-0.4939,0.7846,0.1417142857142857,0.0467142857142857,0.8115714285714286,14,0.04665451127819547,0.09177148227712136,0.060291332593176525,0.1364214285714285,12.285714285714286,0.21155308131965767
2017-03-09,QQQ,0.1696571428571429,0.3737666234312646,-0.5719,0.7408,0.177,0.0851428571428571,0.7378571428571429,14,0.07502619047619047,0.09973152524167561,0.06681091945231042,0.07373571428571439,11.571428571428571,0.2135648122759391
2017-03-10,QQQ,0.1111529411764706,0.304537727789282,-0.3818,0.7579,0.1055882352941176,0.0458235294117647,0.848529411764706,17,0.12557717086834733,0.13535337398117142,0.07153581207602658,-0.0585042016806723,12.142857142857142,0.18632239064747044
2017-03-11,QQQ,0.17428,0.328932971219906,-0.2732,0.8271,0.3218999999999999,0.0601,0.6179,10,0.15169669467787117,0.1602505168383143,0.0791528899981045,0.0631270588235294,13.0,0.17661250986623775
2017-03-12,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.09514431372549019,0.08500765969545714,0.07944455666477117,-0.17428,13.285714285714286,0.08053618589165262
2017-03-13,QQQ,-0.0556916666666666,0.2934747895500553,-0.7227,0.7846,0.06425,0.0903333333333333,0.8454166666666666,24,0.039529444444444464,0.06497426370548222,0.07322908047429498,-0.0556916666666666,14.0,0.09652563428215752
2017-03-14,QQQ,0.1775615384615384,0.3013157301416062,-0.296,0.6369,0.1602307692307692,0.0128461538461538,0.8269230769230769,13,0.040623290598290604,0.09612591205713054,0.08599597607869057,0.23325320512820502,13.571428571428571,0.09188877897495223
2017-03-15,QQQ,0.0076615384615384,0.2363773696812702,-0.5719,0.3818,0.0484615384615384,0.0361538461538461,0.9153846153846156,13,0.04317713675213674,0.08351735632714626,0.08764441930213378,-0.1699,13.428571428571429,0.09778749072013035
2017-03-16,QQQ,0.0437210526315789,0.2693376620505019,-0.4019,0.7269,0.1153157894736842,0.1123157894736842,0.7723684210526316,19,0.0763147098515519,0.06552648629492282,0.08262900576829921,0.036059514170040496,14.142857142857142,0.09062040165880549
2017-03-17,QQQ,0.0542944444444444,0.2463559463870548,-0.3818,0.6674,0.1117222222222222,0.0343888888888888,0.8538888888888889,18,0.035225678512520564,0.057403843904633364,0.09637860894290239,0.010573391812865506,14.285714285714286,0.08836938320112978
2017-03-18,QQQ,0.37505,0.5304007965680293,0.0,0.7501,0.195,0.0,0.8049999999999999,2,0.1576884990253411,0.08608527247606193,0.1231678946571881,0.32075555555555557,13.142857142857142,0.14625067608295955
2017-03-19,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.1431148148148148,0.08608527247606193,0.08554646608575953,-0.37505,13.0,0.14625067608295955
2017-03-20,QQQ,-0.0423333333333333,0.3197721480471159,-0.6801,0.5267,0.0517333333333333,0.0840666666666666,0.8642,15,0.11090555555555558,0.08799360580939526,0.07648393475743873,-0.0423333333333333,11.714285714285714,0.14416466697316802
2017-03-21,QQQ,0.0623461538461538,0.3392920974390877,-0.4767,0.7846,0.13,0.0824230769230769,0.7875769230769231,26,0.006670940170940168,0.07153426515005461,0.08383008860359256,0.10467948717948711,13.571428571428571,0.13870815596601435
2017-03-22,QQQ,0.1619,0.2996312094928157,-0.8316,0.5719,0.1857083333333333,0.0431458333333333,0.7711666666666667,48,0.06063760683760683,0.09356833108412055,0.08854284370563338,0.09955384615384619,18.571428571428573,0.13912072429979078
2017-03-23,QQQ,0.1655263157894737,0.3187612531209339,-0.4215,0.7846,0.1289473684210526,0.0305263157894736,0.8405263157894737,19,0.12992415654520917,0.11096908296381981,0.0882477846293713,0.0036263157894736997,18.571428571428573,0.13946394564550185
2017-03-24,QQQ,0.076175,0.3325688384602725,-0.6038,0.7717,0.1300714285714285,0.1033571428571428,0.7665357142857143,28,0.13453377192982455,0.11409487661461347,0.08574936025962342,-0.08935131578947368,20.0,0.13822166512913772
2017-03-25,QQQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0805671052631579,0.06051630518604203,0.07330078883105198,-0.076175,20.285714285714285,0.08109335515396718
2017-03-26,QQQ,0.45565,0.1842013164990956,0.3254,0.5859,0.566,0.0,0.4339999999999999,2,0.177275,0.12560916232889915,0.10584721740248056,0.45565,20.285714285714285,0.16445143494234693
2017-03-27,QQQ,0.10652,0.4068904138181961,-0.7906,0.7579,0.1428666666666666,0.0628,0.7943333333333332,15,0.18739000000000003,0.1468739242336611,0.11743376502152815,-0.34913,20.285714285714285,0.147907645905972
2017-03-28,QQQ,-0.0489555555555555,0.3097273321188137,-0.6486,0.4588,0.085,0.1143888888888889,0.800611111111111,18,0.17107148148148152,0.1309736800334169,0.10125397259173574,-0.1554755555555555,19.142857142857142,0.1636533669747935
